iter	RMSE
531	0.002999172781
532	0.002999086187
533	0.002998949341
534	0.002998842264
535	0.002998709352
536	0.002998579816
537	0.002998446329
538	0.002998339516
539	0.002998225277
540	0.002998104363
541	0.002998046582
542	0.002997933648
543	0.002997841099
544	0.002997765554
545	0.002997699497
546	0.002997568508
547	0.002997472658
548	0.00299734664
549	0.002997239224
550	0.002997095808
551	0.002996974379
552	0.002996851535
553	0.002996767976
554	0.002996665333
555	0.002996579043
556	0.002996455524
557	0.002996305867
558	0.002996214772
559	0.00299608823
560	0.002995980393
561	0.002995845191
562	0.002995702273
563	0.002995558314
564	0.002995444722
565	0.002995313822
566	0.002995228997
567	0.002995110314
568	0.002994975543
569	0.002994883749
570	0.002994759502
571	0.002994646162
572	0.002994513346
573	0.002994389178
574	0.002994276105
575	0.002994187865
576	0.002994094447
577	0.002993978447
578	0.002993899512
579	0.00299380298
580	0.002993727051
581	0.002993623363
582	0.002993520894
583	0.002993403084
584	0.002993286211
585	0.002993218361
586	0.002993108162
587	0.00299303438
588	0.002992924456
589	0.002992867893
590	0.002992818952
591	0.00299270215
592	0.002992582707
593	0.002992482274
594	0.002992406406
595	0.002992303236
596	0.002992182366
597	0.002992092651
598	0.002991997756
599	0.002991861245
600	0.002991752596
601	0.002991665222
602	0.002991556378
603	0.002991435289
604	0.002991325024
605	0.002991202325
606	0.002991105141
607	0.002990966706
608	0.002990872999
609	0.00299080227
610	0.002990682752
611	0.002990558896
612	0.002990413088
613	0.002990271417
614	0.002990165254
615	0.00299007953
616	0.002989993332
617	0.002989900254
618	0.002989788896
619	0.002989693363
620	0.00298960998
621	0.00298949522
622	0.002989416072
623	0.002989338995
624	0.002989234872
625	0.002989142336
626	0.002989046404
627	0.00298895047
628	0.002988856323
629	0.002988764058
630	0.002988665759
631	0.002988551433
632	0.002988467642
633	0.002988355005
634	0.002988278938
635	0.002988142445
636	0.002988090787
637	0.002988008303
638	0.00298788377
639	0.002987785913
640	0.0029876675
641	0.002987573407
642	0.002987486005
643	0.00298742321
644	0.002987370974
645	0.002987278192
646	0.00298716419
647	0.00298703802
648	0.002986953809
649	0.002986906185
650	0.002986787831
651	0.002986685883
652	0.002986587703
653	0.00298645302
654	0.002986367849
655	0.002986273338
656	0.002986175711
657	0.002986057894
658	0.002985999031
659	0.002985926394
660	0.002985827152
661	0.002985733472
662	0.002985648187
663	0.002985537897
664	0.002985422696
665	0.002985281261
666	0.002985122457
667	0.002985046496
668	0.002984956189
669	0.002984857575
670	0.002984743292
671	0.002984628533
672	0.002984556807
673	0.002984420427
674	0.002984304334
675	0.002984207869
676	0.00298407912
677	0.002984039474
678	0.002983909773
679	0.002983779877
680	0.002983723613
681	0.002983584457
682	0.002983512044
683	0.002983410456
684	0.002983357961
685	0.002983230119
686	0.002983128615
687	0.002983032113
688	0.002982926448
689	0.00298282465
690	0.002982714728
691	0.002982653249
692	0.002982577981
693	0.002982471166
694	0.002982344325
695	0.002982259981
696	0.002982162978
697	0.002982057377
698	0.002981972742
699	0.002981872329
700	0.002981747729
701	0.002981620857
702	0.002981520999
703	0.00298139818
704	0.002981289717
705	0.002981183707
706	0.002981074952
707	0.002980984242
708	0.002980871984
709	0.002980762084
710	0.002980671364
711	0.00298058858
712	0.002980493885
713	0.002980411852
714	0.0029803146
715	0.002980196552
716	0.002980123679
717	0.002980021597
718	0.002979913556
719	0.002979802014
720	0.002979737356
721	0.002979659177
722	0.002979553771
723	0.002979427467
724	0.002979299078
725	0.002979189971
726	0.002979102891
727	0.002978977891
728	0.002978904705
729	0.002978816009
730	0.002978682298
731	0.002978562387
732	0.002978477653
733	0.00297841098
734	0.002978321796
735	0.002978207357
736	0.00297813907
737	0.002978041365
738	0.002977927861
739	0.002977819177
740	0.002977729408
